Timestamp,Temperature,Humidity
2024-08-07 19:52:51,19.6,58.5
2024-08-07 19:52:56,19.6,61.1
2024-08-07 19:53:01,19.6,60.7
2024-08-07 19:53:06,19.7,60.2
2024-08-07 19:53:11,19.6,60.3
2024-08-07 19:53:16,19.6,59.3
2024-08-07 19:53:21,19.6,58.6
2024-08-07 19:53:26,19.6,58.5
2024-08-07 19:53:31,19.6,58.2
2024-08-07 19:53:37,19.6,58.4
2024-08-07 19:53:42,19.6,58.4
2024-08-07 19:53:47,19.6,58.3
2024-08-07 19:53:52,19.6,60.0
2024-08-07 19:53:57,19.6,60.1
2024-08-07 19:54:02,19.7,59.3
2024-08-07 19:54:07,19.7,58.8
2024-08-07 19:54:12,19.7,58.5
2024-08-07 19:54:17,19.7,58.0
2024-08-07 19:54:17,19.7,58.0
2024-08-07 19:54:17,19.7,57.8
2024-08-07 19:54:27,19.7,57.6
2024-08-07 19:54:32,19.6,57.4
2024-08-07 19:54:37,19.7,57.2
2024-08-07 19:54:42,19.7,57.1
2024-08-07 19:54:47,19.7,56.9
2024-08-07 19:54:52,19.7,57.0
2024-08-07 19:54:57,19.7,56.8
2024-08-07 19:55:02,19.7,56.9
2024-08-07 19:55:07,19.7,56.9
2024-08-07 19:55:12,19.7,56.9
2024-08-07 19:55:17,19.6,56.8
2024-08-07 19:55:17,19.7,56.8
2024-08-07 19:55:17,19.7,56.8
2024-08-07 19:55:27,19.7,57.0
2024-08-07 19:55:27,19.6,57.0
2024-08-07 19:55:27,19.6,57.2
2024-08-07 19:55:37,19.6,57.6
2024-08-07 19:55:37,19.7,57.6
2024-08-07 19:55:37,19.7,58.0
2024-08-07 19:55:48,19.6,57.9
2024-08-07 19:55:53,19.6,57.9
2024-08-07 19:55:58,19.7,58.0
2024-08-07 19:56:03,19.6,58.0
2024-08-07 19:56:03,19.6,58.0
2024-08-07 19:56:03,19.6,57.9
2024-08-07 19:56:13,19.6,57.8
2024-08-07 19:56:13,19.6,57.8
2024-08-07 19:56:13,19.6,57.8
2024-08-07 19:56:13,19.6,57.6
2024-08-07 19:56:23,19.6,57.6
2024-08-07 19:56:23,19.6,57.6
